date,channel,objective,campaign_name,impressions,clicks,spend,conversions,revenue
2026-02-27,Meta Ads,Conversions,Meta Conversions Jan,12102,170,141.32,5,338.43
2026-02-27,TikTok Ads,Awareness,TikTok Awareness Feb,17075,204,100.38,1,60.27
2026-02-27,TikTok Ads,Traffic,TikTok Traffic Jan,23009,281,138.99,2,100.65
2026-02-28,Google Ads,Traffic,Google Traffic Jan,3289,101,134.72,5,301.28
2026-02-28,Google Ads,Conversions,Google Conversions Feb,1966,59,100.41,5,317.55
2026-02-28,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3795,25,95.10,1,58.65
2026-02-28,Meta Ads,Conversions,Meta Conversions Jan,8965,131,120.67,5,296.71
2026-02-28,Meta Ads,Awareness,Meta Awareness Feb,5443,83,71.18,1,51.04
2026-02-28,Meta Ads,Traffic,Meta Traffic Jan,2529,42,38.90,1,62.61
2026-02-28,TikTok Ads,Awareness,TikTok Awareness Feb,17491,222,107.68,1,49.49
2026-02-28,TikTok Ads,Traffic,TikTok Traffic Jan,22756,277,118.79,2,99.62
2026-03-01,Google Ads,Traffic,Google Traffic Jan,2671,86,117.80,3,127.71
2026-03-01,Google Ads,Conversions,Google Conversions Feb,3194,102,132.52,8,356.33
2026-03-01,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,4187,26,82.16,0,0.00
2026-03-01,Meta Ads,Conversions,Meta Conversions Jan,8549,129,96.55,5,324.79
2026-03-01,Meta Ads,Awareness,Meta Awareness Feb,5424,79,65.82,1,47.98
2026-03-01,Meta Ads,Traffic,Meta Traffic Jan,3208,49,37.24,1,63.36
2026-03-01,TikTok Ads,Traffic,TikTok Traffic Jan,16733,201,104.19,2,130.45
2026-03-01,TikTok Ads,Awareness,TikTok Awareness Feb,15631,204,105.14,1,51.41
2026-03-02,Google Ads,Conversions,Google Conversions Feb,2220,78,128.92,7,351.44
2026-03-02,Google Ads,Traffic,Google Traffic Jan,2173,70,114.44,3,146.66
2026-03-02,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3242,21,68.72,0,0.00
2026-03-02,Meta Ads,Awareness,Meta Awareness Feb,4696,68,55.29,1,55.86
2026-03-02,Meta Ads,Conversions,Meta Conversions Jan,12084,185,140.51,7,333.51
2026-03-02,Meta Ads,Traffic,Meta Traffic Jan,2781,42,34.03,0,0.00
2026-03-02,TikTok Ads,Awareness,TikTok Awareness Feb,15828,204,90.95,1,42.33
2026-03-02,TikTok Ads,Traffic,TikTok Traffic Jan,24424,315,124.81,3,161.30
2026-03-03,Google Ads,Traffic,Google Traffic Jan,1979,67,103.63,3,145.76
2026-03-03,Google Ads,Conversions,Google Conversions Feb,2362,80,123.70,6,359.62
2026-03-03,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3053,19,72.65,0,0.00
2026-03-03,Meta Ads,Traffic,Meta Traffic Jan,3099,47,40.36,1,53.04
2026-03-03,Meta Ads,Conversions,Meta Conversions Jan,9527,152,135.79,4,225.37
2026-03-03,Meta Ads,Awareness,Meta Awareness Feb,5515,79,71.34,1,47.92
2026-03-03,TikTok Ads,Traffic,TikTok Traffic Jan,21174,257,116.82,2,130.76
2026-03-03,TikTok Ads,Awareness,TikTok Awareness Feb,18172,214,96.83,0,0.00
2026-03-04,Google Ads,Traffic,Google Traffic Jan,2109,65,101.73,3,146.48
2026-03-04,Google Ads,Conversions,Google Conversions Feb,2923,98,139.70,7,388.42
2026-03-04,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,4044,25,88.72,0,0.00
2026-03-04,Meta Ads,Awareness,Meta Awareness Feb,5379,79,59.32,1,44.36
2026-03-04,Meta Ads,Conversions,Meta Conversions Jan,10228,151,118.76,4,181.92
2026-03-04,Meta Ads,Traffic,Meta Traffic Jan,2725,41,40.08,1,50.41
2026-03-04,TikTok Ads,Awareness,TikTok Awareness Feb,17090,206,84.32,1,58.86
2026-03-04,TikTok Ads,Traffic,TikTok Traffic Jan,17041,219,106.35,2,117.44
2026-03-05,Google Ads,Traffic,Google Traffic Jan,2691,79,128.63,3,197.57
2026-03-05,Google Ads,Conversions,Google Conversions Feb,3160,96,130.46,5,260.93
2026-03-05,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3536,20,74.34,0,0.00
2026-03-05,Meta Ads,Traffic,Meta Traffic Jan,2393,38,34.89,1,48.95
2026-03-05,Meta Ads,Conversions,Meta Conversions Jan,13107,185,138.90,6,378.74
2026-03-05,Meta Ads,Awareness,Meta Awareness Feb,3977,62,51.05,1,53.47
2026-03-05,TikTok Ads,Awareness,TikTok Awareness Feb,22261,267,114.45,2,126.78
2026-03-05,TikTok Ads,Traffic,TikTok Traffic Jan,23312,284,143.86,1,46.62
2026-03-06,Google Ads,Traffic,Google Traffic Jan,2554,82,115.01,3,178.28
2026-03-06,Google Ads,Conversions,Google Conversions Feb,2623,82,104.61,5,207.30
2026-03-06,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3986,23,69.49,0,0.00
2026-03-06,Meta Ads,Awareness,Meta Awareness Feb,3969,58,55.09,0,0.00
2026-03-06,Meta Ads,Traffic,Meta Traffic Jan,2591,43,39.17,1,44.00
2026-03-06,Meta Ads,Conversions,Meta Conversions Jan,8446,130,126.68,5,307.93
2026-03-06,TikTok Ads,Traffic,TikTok Traffic Jan,18814,248,111.82,2,110.10
2026-03-06,TikTok Ads,Awareness,TikTok Awareness Feb,19383,223,98.97,1,68.14
2026-03-07,Google Ads,Traffic,Google Traffic Jan,2966,105,134.66,5,218.33
2026-03-07,Google Ads,Conversions,Google Conversions Feb,2456,73,122.84,7,349.10
2026-03-07,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3209,21,65.82,0,0.00
2026-03-07,Meta Ads,Conversions,Meta Conversions Jan,9056,144,143.94,5,284.99
2026-03-07,Meta Ads,Traffic,Meta Traffic Jan,2849,46,34.90,1,64.01
2026-03-07,Meta Ads,Awareness,Meta Awareness Feb,4750,78,67.97,1,62.41
2026-03-07,TikTok Ads,Awareness,TikTok Awareness Feb,23746,261,105.58,1,61.62
2026-03-07,TikTok Ads,Traffic,TikTok Traffic Jan,22653,301,120.69,1,43.47
2026-03-08,Google Ads,Traffic,Google Traffic Jan,3275,104,140.89,5,236.40
2026-03-08,Google Ads,Conversions,Google Conversions Feb,1706,60,102.29,3,160.35
2026-03-08,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,4896,27,78.85,0,0.00
2026-03-08,Meta Ads,Conversions,Meta Conversions Jan,11654,160,141.87,5,227.98
2026-03-08,Meta Ads,Awareness,Meta Awareness Feb,5321,84,65.47,1,49.40
2026-03-08,Meta Ads,Traffic,Meta Traffic Jan,3830,60,44.94,1,55.05
2026-03-08,TikTok Ads,Traffic,TikTok Traffic Jan,25364,279,140.91,2,123.46
2026-03-08,TikTok Ads,Awareness,TikTok Awareness Feb,12829,155,81.06,1,57.75
2026-03-09,Google Ads,Traffic,Google Traffic Jan,2066,73,103.57,4,231.31
2026-03-09,Google Ads,Conversions,Google Conversions Feb,2324,73,98.44,5,211.58
2026-03-09,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,4318,26,91.18,0,0.00
2026-03-09,Meta Ads,Conversions,Meta Conversions Jan,8651,124,120.42,4,169.57
2026-03-09,Meta Ads,Traffic,Meta Traffic Jan,2735,40,32.35,1,46.05
2026-03-09,Meta Ads,Awareness,Meta Awareness Feb,3953,58,55.52,1,60.47
2026-03-09,TikTok Ads,Awareness,TikTok Awareness Feb,15147,201,103.43,1,57.78
2026-03-09,TikTok Ads,Traffic,TikTok Traffic Jan,17291,205,107.90,1,51.92
2026-03-10,Google Ads,Traffic,Google Traffic Jan,1937,64,106.74,2,103.88
2026-03-10,Google Ads,Conversions,Google Conversions Feb,2195,73,117.74,7,422.32
2026-03-10,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,4616,26,79.31,0,0.00
2026-03-10,Meta Ads,Awareness,Meta Awareness Feb,5361,82,65.10,1,45.81
2026-03-10,Meta Ads,Conversions,Meta Conversions Jan,9883,159,124.45,4,204.29
2026-03-10,Meta Ads,Traffic,Meta Traffic Jan,2769,38,37.09,0,0.00
2026-03-10,TikTok Ads,Awareness,TikTok Awareness Feb,17726,220,102.18,1,60.35
2026-03-10,TikTok Ads,Traffic,TikTok Traffic Jan,16219,200,102.48,1,63.43
2026-03-11,Google Ads,Conversions,Google Conversions Feb,2398,78,129.33,6,395.69
2026-03-11,Google Ads,Traffic,Google Traffic Jan,2421,72,101.72,4,194.50
2026-03-11,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3586,22,75.20,0,0.00
2026-03-11,Meta Ads,Conversions,Meta Conversions Jan,10633,152,142.69,3,163.35
2026-03-11,Meta Ads,Traffic,Meta Traffic Jan,3633,51,38.15,1,56.77
2026-03-11,Meta Ads,Awareness,Meta Awareness Feb,3877,57,50.44,1,58.20
2026-03-11,TikTok Ads,Awareness,TikTok Awareness Feb,13782,176,83.29,1,45.14
2026-03-11,TikTok Ads,Traffic,TikTok Traffic Jan,21250,273,130.52,3,169.39
2026-03-12,Google Ads,Conversions,Google Conversions Feb,2005,70,110.67,4,221.29
2026-03-12,Google Ads,Traffic,Google Traffic Jan,2474,79,117.55,4,238.23
2026-03-12,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3081,20,73.39,0,0.00
2026-03-12,Meta Ads,Conversions,Meta Conversions Jan,10732,149,116.29,5,229.75
2026-03-12,Meta Ads,Traffic,Meta Traffic Jan,2356,39,35.12,1,68.41
2026-03-12,Meta Ads,Awareness,Meta Awareness Feb,4741,65,55.27,1,66.61
2026-03-12,TikTok Ads,Traffic,TikTok Traffic Jan,22989,289,115.20,2,97.58
2026-03-12,TikTok Ads,Awareness,TikTok Awareness Feb,17845,212,100.89,1,66.12
2026-03-13,Google Ads,Conversions,Google Conversions Feb,2522,84,141.48,7,290.09
2026-03-13,Google Ads,Traffic,Google Traffic Jan,2941,95,140.33,5,331.12
2026-03-13,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3659,23,70.97,0,0.00
2026-03-13,Meta Ads,Awareness,Meta Awareness Feb,3811,63,53.82,1,45.92
2026-03-13,Meta Ads,Traffic,Meta Traffic Jan,3230,49,46.87,1,46.46
2026-03-13,Meta Ads,Conversions,Meta Conversions Jan,8600,128,120.78,3,166.24
2026-03-13,TikTok Ads,Awareness,TikTok Awareness Feb,16733,196,90.81,1,61.01
2026-03-13,TikTok Ads,Traffic,TikTok Traffic Jan,15581,190,97.77,1,63.07
2026-03-14,Google Ads,Traffic,Google Traffic Jan,2587,86,138.34,4,242.32
2026-03-14,Google Ads,Conversions,Google Conversions Feb,2008,65,104.00,3,131.88
2026-03-14,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3789,21,68.92,0,0.00
2026-03-14,Meta Ads,Awareness,Meta Awareness Feb,4615,70,58.33,1,42.88
2026-03-14,Meta Ads,Conversions,Meta Conversions Jan,10144,169,138.35,5,235.98
2026-03-14,Meta Ads,Traffic,Meta Traffic Jan,3103,51,40.46,1,44.79
2026-03-14,TikTok Ads,Awareness,TikTok Awareness Feb,20976,231,117.53,0,0.00
2026-03-14,TikTok Ads,Traffic,TikTok Traffic Jan,23960,292,129.31,2,122.97
2026-03-15,Google Ads,Traffic,Google Traffic Jan,2082,66,98.08,4,246.99
2026-03-15,Google Ads,Conversions,Google Conversions Feb,2736,86,139.60,8,549.62
2026-03-15,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,4099,24,68.56,0,0.00
2026-03-15,Meta Ads,Awareness,Meta Awareness Feb,3805,56,55.37,1,52.64
2026-03-15,Meta Ads,Traffic,Meta Traffic Jan,2544,39,35.49,0,0.00
2026-03-15,Meta Ads,Conversions,Meta Conversions Jan,7710,125,103.40,5,326.42
2026-03-15,TikTok Ads,Traffic,TikTok Traffic Jan,17540,211,100.21,2,122.33
2026-03-15,TikTok Ads,Awareness,TikTok Awareness Feb,21769,279,109.69,1,51.26
2026-03-16,Google Ads,Traffic,Google Traffic Jan,2122,71,109.34,3,175.96
2026-03-16,Google Ads,Conversions,Google Conversions Feb,2244,69,116.10,5,324.81
2026-03-16,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3340,22,68.25,0,0.00
2026-03-16,Meta Ads,Traffic,Meta Traffic Jan,3085,44,41.56,0,0.00
2026-03-16,Meta Ads,Conversions,Meta Conversions Jan,10097,148,130.88,5,331.31
2026-03-16,Meta Ads,Awareness,Meta Awareness Feb,5840,87,71.62,1,49.10
2026-03-16,TikTok Ads,Awareness,TikTok Awareness Feb,21858,247,119.37,1,57.53
2026-03-16,TikTok Ads,Traffic,TikTok Traffic Jan,27980,346,143.42,2,103.27
2026-03-17,Google Ads,Traffic,Google Traffic Jan,2858,87,118.01,4,240.44
2026-03-17,Google Ads,Conversions,Google Conversions Feb,2086,69,117.56,5,286.63
2026-03-17,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,4676,27,82.22,0,0.00
2026-03-17,Meta Ads,Awareness,Meta Awareness Feb,5673,85,63.96,1,51.96
2026-03-17,Meta Ads,Conversions,Meta Conversions Jan,8525,120,101.81,4,229.38
2026-03-17,Meta Ads,Traffic,Meta Traffic Jan,2715,38,32.57,1,61.49
2026-03-17,TikTok Ads,Awareness,TikTok Awareness Feb,17980,216,88.50,1,48.56
2026-03-17,TikTok Ads,Traffic,TikTok Traffic Jan,26172,320,139.78,3,176.58
2026-03-18,Google Ads,Traffic,Google Traffic Jan,2706,82,105.08,4,267.14
2026-03-18,Google Ads,Conversions,Google Conversions Feb,2607,78,125.71,4,185.93
2026-03-18,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3784,21,75.39,1,41.26
2026-03-18,Meta Ads,Conversions,Meta Conversions Jan,7768,127,99.96,4,247.86
2026-03-18,Meta Ads,Traffic,Meta Traffic Jan,3442,51,45.16,1,53.07
2026-03-18,Meta Ads,Awareness,Meta Awareness Feb,4009,61,53.29,0,0.00
2026-03-18,TikTok Ads,Traffic,TikTok Traffic Jan,32524,361,142.64,2,83.15
2026-03-18,TikTok Ads,Awareness,TikTok Awareness Feb,14056,161,84.55,1,43.53
2026-03-19,Google Ads,Traffic,Google Traffic Jan,2330,70,101.79,3,138.92
2026-03-19,Google Ads,Conversions,Google Conversions Feb,3088,90,119.58,7,369.50
2026-03-19,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,5056,29,89.05,1,58.99
2026-03-19,Meta Ads,Traffic,Meta Traffic Jan,2996,46,42.05,1,61.27
2026-03-19,Meta Ads,Awareness,Meta Awareness Feb,5203,80,67.21,1,42.05
2026-03-19,Meta Ads,Conversions,Meta Conversions Jan,7943,119,106.85,3,183.47
2026-03-19,TikTok Ads,Traffic,TikTok Traffic Jan,26875,308,141.31,3,144.95
2026-03-19,TikTok Ads,Awareness,TikTok Awareness Feb,15234,171,85.85,1,45.94
2026-03-20,Google Ads,Conversions,Google Conversions Feb,2520,87,113.65,6,346.34
2026-03-20,Google Ads,Traffic,Google Traffic Jan,2066,64,98.51,4,177.32
2026-03-20,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3457,23,79.23,0,0.00
2026-03-20,Meta Ads,Traffic,Meta Traffic Jan,2721,45,44.69,1,62.90
2026-03-20,Meta Ads,Conversions,Meta Conversions Jan,9727,156,137.15,6,361.21
2026-03-20,Meta Ads,Awareness,Meta Awareness Feb,3821,56,53.67,0,0.00
2026-03-20,TikTok Ads,Awareness,TikTok Awareness Feb,22922,274,119.42,1,58.84
2026-03-20,TikTok Ads,Traffic,TikTok Traffic Jan,15880,197,98.76,1,53.72
2026-03-21,Google Ads,Conversions,Google Conversions Feb,3729,110,139.92,8,404.98
2026-03-21,Google Ads,Traffic,Google Traffic Jan,2066,64,106.41,3,182.12
2026-03-21,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,2786,17,66.49,0,0.00
2026-03-21,Meta Ads,Traffic,Meta Traffic Jan,2595,40,33.87,1,62.59
2026-03-21,Meta Ads,Awareness,Meta Awareness Feb,3239,53,52.55,1,44.64
2026-03-21,Meta Ads,Conversions,Meta Conversions Jan,9426,144,112.73,5,227.48
2026-03-21,TikTok Ads,Traffic,TikTok Traffic Jan,19284,253,128.75,2,127.97
2026-03-21,TikTok Ads,Awareness,TikTok Awareness Feb,17520,222,101.22,1,61.15
2026-03-22,Google Ads,Conversions,Google Conversions Feb,2363,83,108.47,5,318.42
2026-03-22,Google Ads,Traffic,Google Traffic Jan,2581,80,109.79,5,217.82
2026-03-22,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3494,22,70.52,0,0.00
2026-03-22,Meta Ads,Conversions,Meta Conversions Jan,9995,162,131.67,4,200.20
2026-03-22,Meta Ads,Awareness,Meta Awareness Feb,5566,76,62.44,1,50.08
2026-03-22,Meta Ads,Traffic,Meta Traffic Jan,3967,58,47.58,1,58.67
2026-03-22,TikTok Ads,Traffic,TikTok Traffic Jan,20119,226,96.36,2,92.77
2026-03-22,TikTok Ads,Awareness,TikTok Awareness Feb,14445,180,81.48,1,68.09
2026-03-23,Google Ads,Traffic,Google Traffic Jan,2395,79,107.08,4,269.39
2026-03-23,Google Ads,Conversions,Google Conversions Feb,2279,69,100.63,4,254.49
2026-03-23,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,4241,26,74.88,1,53.00
2026-03-23,Meta Ads,Awareness,Meta Awareness Feb,4322,71,69.54,1,58.50
2026-03-23,Meta Ads,Traffic,Meta Traffic Jan,3050,49,39.42,1,61.30
2026-03-23,Meta Ads,Conversions,Meta Conversions Jan,9724,157,136.38,5,339.93
2026-03-23,TikTok Ads,Awareness,TikTok Awareness Feb,23963,265,104.46,1,46.05
2026-03-23,TikTok Ads,Traffic,TikTok Traffic Jan,19953,230,103.03,2,95.47
2026-03-24,Google Ads,Traffic,Google Traffic Jan,2724,85,128.89,4,200.81
2026-03-24,Google Ads,Conversions,Google Conversions Feb,2429,77,123.93,4,215.07
2026-03-24,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,5378,31,91.89,0,0.00
2026-03-24,Meta Ads,Traffic,Meta Traffic Jan,2879,45,45.09,1,58.67
2026-03-24,Meta Ads,Awareness,Meta Awareness Feb,3687,52,50.39,1,54.61
2026-03-24,Meta Ads,Conversions,Meta Conversions Jan,8180,128,122.94,4,167.39
2026-03-24,TikTok Ads,Traffic,TikTok Traffic Jan,17296,197,102.30,2,118.13
2026-03-24,TikTok Ads,Awareness,TikTok Awareness Feb,18870,223,112.53,0,0.00
2026-03-25,Google Ads,Traffic,Google Traffic Jan,2487,86,117.11,4,268.96
2026-03-25,Google Ads,Conversions,Google Conversions Feb,3367,104,143.27,6,381.87
2026-03-25,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,4472,28,84.01,0,0.00
2026-03-25,Meta Ads,Awareness,Meta Awareness Feb,4200,65,62.27,1,64.76
2026-03-25,Meta Ads,Conversions,Meta Conversions Jan,10383,161,130.39,5,331.17
2026-03-25,Meta Ads,Traffic,Meta Traffic Jan,2910,48,37.52,1,50.99
2026-03-25,TikTok Ads,Traffic,TikTok Traffic Jan,22411,296,143.70,2,135.72
2026-03-25,TikTok Ads,Awareness,TikTok Awareness Feb,15464,204,81.59,1,67.63
2026-03-26,Google Ads,Traffic,Google Traffic Jan,2162,74,102.70,3,173.00
2026-03-26,Google Ads,Conversions,Google Conversions Feb,2919,88,131.97,7,293.53
2026-03-26,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3358,20,76.31,0,0.00
2026-03-26,Meta Ads,Conversions,Meta Conversions Jan,12540,182,136.67,6,305.61
2026-03-26,Meta Ads,Awareness,Meta Awareness Feb,4801,68,50.39,0,0.00
2026-03-26,Meta Ads,Traffic,Meta Traffic Jan,2941,42,41.87,1,50.66
2026-03-26,TikTok Ads,Traffic,TikTok Traffic Jan,18352,236,124.19,2,97.74
2026-03-26,TikTok Ads,Awareness,TikTok Awareness Feb,19259,251,113.56,1,46.70
2026-03-27,Google Ads,Conversions,Google Conversions Feb,3083,90,127.64,4,243.65
2026-03-27,Google Ads,Traffic,Google Traffic Jan,2186,71,106.00,4,172.98
2026-03-27,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3557,23,84.68,1,59.62
2026-03-27,Meta Ads,Conversions,Meta Conversions Jan,10309,148,111.86,3,144.55
2026-03-27,Meta Ads,Traffic,Meta Traffic Jan,2754,43,36.38,1,50.29
2026-03-27,Meta Ads,Awareness,Meta Awareness Feb,5418,74,64.46,1,54.33
2026-03-27,TikTok Ads,Traffic,TikTok Traffic Jan,20209,223,97.04,2,132.73
2026-03-27,TikTok Ads,Awareness,TikTok Awareness Feb,17590,209,90.69,0,0.00
2026-03-28,Google Ads,Conversions,Google Conversions Feb,2181,75,102.44,4,179.96
2026-03-28,Google Ads,Traffic,Google Traffic Jan,2697,82,114.13,3,170.58
2026-03-28,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3473,22,84.45,0,0.00
2026-03-28,Meta Ads,Awareness,Meta Awareness Feb,5823,89,65.93,1,60.85
2026-03-28,Meta Ads,Conversions,Meta Conversions Jan,8977,137,112.03,5,328.51
2026-03-28,Meta Ads,Traffic,Meta Traffic Jan,3349,46,34.97,1,50.50
2026-03-28,TikTok Ads,Awareness,TikTok Awareness Feb,19912,264,107.03,1,43.06
2026-03-29,Google Ads,Traffic,Google Traffic Jan,2060,69,100.77,4,230.68
2026-03-29,Google Ads,Conversions,Google Conversions Feb,2017,65,103.83,6,360.15
2026-03-29,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,4029,23,75.42,1,55.91
2026-03-29,Meta Ads,Awareness,Meta Awareness Feb,4462,69,60.58,0,0.00
2026-03-29,Meta Ads,Traffic,Meta Traffic Jan,2533,39,33.96,0,0.00
2026-03-29,Meta Ads,Conversions,Meta Conversions Jan,7111,113,112.26,2,97.28
2026-03-29,TikTok Ads,Awareness,TikTok Awareness Feb,18707,231,98.05,0,0.00
2026-03-30,Google Ads,Traffic,Google Traffic Jan,3262,105,134.89,5,270.62
2026-03-30,Google Ads,Conversions,Google Conversions Feb,2584,91,124.51,4,178.21
2026-03-30,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3618,23,83.47,1,46.78
2026-03-30,Meta Ads,Conversions,Meta Conversions Jan,6873,104,96.85,3,130.27
2026-03-30,Meta Ads,Traffic,Meta Traffic Jan,2427,35,32.33,0,0.00
2026-03-30,Meta Ads,Awareness,Meta Awareness Feb,5160,73,66.99,1,51.28
2026-03-30,TikTok Ads,Awareness,TikTok Awareness Feb,15526,176,88.38,0,0.00
2026-03-31,Google Ads,Traffic,Google Traffic Jan,2781,96,125.32,4,166.15
2026-03-31,Google Ads,Conversions,Google Conversions Feb,3190,101,143.32,5,222.82
2026-03-31,LinkedIn Ads,Conversions,LinkedIn Conversions Jan,3581,22,64.07,1,60.35
2026-03-31,Meta Ads,Awareness,Meta Awareness Feb,5133,75,66.06,1,50.03
2026-03-31,Meta Ads,Traffic,Meta Traffic Jan,2620,41,40.71,1,47.32
2026-03-31,Meta Ads,Conversions,Meta Conversions Jan,9203,153,129.24,4,189.13
2026-03-31,TikTok Ads,Awareness,TikTok Awareness Feb,16380,214,97.03,1,63.75
2026-04-01,Google Ads,Traffic,Google Traffic Jan,2145,65,108.18,2,133.76
2026-04-01,Google Ads,Conversions,Google Conversions Feb,2388,83,139.68,5,253.40
2026-04-01,Meta Ads,Traffic,Meta Traffic Jan,3218,50,47.60,1,44.53
2026-04-01,Meta Ads,Conversions,Meta Conversions Jan,8905,143,118.25,4,243.30
2026-04-01,Meta Ads,Awareness,Meta Awareness Feb,5708,89,68.59,1,46.24
2026-04-01,TikTok Ads,Awareness,TikTok Awareness Feb,19865,226,110.16,1,58.04
2026-04-02,Google Ads,Conversions,Google Conversions Feb,2492,74,104.55,5,342.01
2026-04-02,Google Ads,Traffic,Google Traffic Jan,2126,73,97.45,4,268.65
2026-04-02,Meta Ads,Traffic,Meta Traffic Jan,3133,48,37.45,1,51.62
2026-04-02,Meta Ads,Conversions,Meta Conversions Jan,9461,154,128.69,4,185.38
2026-04-02,Meta Ads,Awareness,Meta Awareness Feb,3951,58,58.06,1,61.56
2026-04-02,TikTok Ads,Awareness,TikTok Awareness Feb,15954,210,94.99,1,51.89
2026-04-03,Google Ads,Traffic,Google Traffic Jan,2931,92,142.55,5,325.30
2026-04-03,Google Ads,Conversions,Google Conversions Feb,3049,92,118.59,8,337.23
2026-04-03,Meta Ads,Traffic,Meta Traffic Jan,2620,38,35.46,1,45.01
2026-04-03,Meta Ads,Awareness,Meta Awareness Feb,5287,73,68.86,1,51.09
2026-04-03,Meta Ads,Conversions,Meta Conversions Jan,12952,177,131.24,6,303.81
2026-04-03,TikTok Ads,Awareness,TikTok Awareness Feb,13184,172,83.73,0,0.00
2026-04-04,Google Ads,Traffic,Google Traffic Jan,2606,86,110.27,3,163.19
2026-04-04,Google Ads,Conversions,Google Conversions Feb,2443,73,120.55,5,219.15
2026-04-04,Meta Ads,Awareness,Meta Awareness Feb,5132,80,60.41,1,66.48
2026-04-04,Meta Ads,Conversions,Meta Conversions Jan,8623,136,112.68,5,211.30
2026-04-04,Meta Ads,Traffic,Meta Traffic Jan,3503,49,40.01,2,124.54
2026-04-04,TikTok Ads,Awareness,TikTok Awareness Feb,20767,240,116.64,1,42.06
2026-04-05,Google Ads,Conversions,Google Conversions Feb,2251,79,121.37,4,188.46
2026-04-05,Google Ads,Traffic,Google Traffic Jan,3015,98,141.03,4,230.38
2026-04-05,Meta Ads,Conversions,Meta Conversions Jan,8494,120,119.52,3,140.15
2026-04-05,Meta Ads,Traffic,Meta Traffic Jan,3312,53,45.74,1,42.09
2026-04-05,Meta Ads,Awareness,Meta Awareness Feb,4432,69,62.42,1,59.43
2026-04-05,TikTok Ads,Awareness,TikTok Awareness Feb,25977,289,118.40,1,61.36
2026-04-06,Google Ads,Conversions,Google Conversions Feb,2698,85,115.42,6,290.42
2026-04-06,Google Ads,Traffic,Google Traffic Jan,2105,67,98.23,3,191.56
2026-04-06,Meta Ads,Traffic,Meta Traffic Jan,3011,43,41.79,1,41.48
2026-04-06,Meta Ads,Conversions,Meta Conversions Jan,9211,141,109.13,4,210.19
2026-04-06,Meta Ads,Awareness,Meta Awareness Feb,4366,66,57.74,1,51.50
2026-04-06,TikTok Ads,Awareness,TikTok Awareness Feb,19257,213,105.82,0,0.00
2026-04-07,Google Ads,Traffic,Google Traffic Jan,2527,89,130.78,5,285.31
2026-04-07,Google Ads,Conversions,Google Conversions Feb,2019,66,102.07,4,172.23
2026-04-07,Meta Ads,Traffic,Meta Traffic Jan,4463,61,45.18,0,0.00
2026-04-07,Meta Ads,Conversions,Meta Conversions Jan,8533,124,99.10,4,197.85
2026-04-07,Meta Ads,Awareness,Meta Awareness Feb,5387,78,67.77,1,51.10
2026-04-07,TikTok Ads,Awareness,TikTok Awareness Feb,14399,165,80.13,1,43.85
2026-04-08,Google Ads,Traffic,Google Traffic Jan,2785,91,129.27,6,311.76
2026-04-08,Google Ads,Conversions,Google Conversions Feb,2915,101,137.71,8,341.62
2026-04-08,Meta Ads,Traffic,Meta Traffic Jan,2624,39,37.55,0,0.00
2026-04-08,Meta Ads,Awareness,Meta Awareness Feb,4850,75,66.26,1,51.15
2026-04-08,Meta Ads,Conversions,Meta Conversions Jan,8149,122,119.16,4,199.97
2026-04-08,TikTok Ads,Awareness,TikTok Awareness Feb,20428,224,118.56,1,44.25
2026-04-09,Google Ads,Conversions,Google Conversions Feb,2492,80,105.30,4,261.35
2026-04-09,Google Ads,Traffic,Google Traffic Jan,2105,73,104.66,3,161.04
2026-04-09,Meta Ads,Conversions,Meta Conversions Jan,8708,119,112.30,5,241.65
