date,campaign_id,impressions,clicks,spend,conversions,revenue
2026-05-11,5,14244,181,86.97,1,57.42
2026-05-12,5,25160,283,115.47,1,50.98
2026-05-13,5,17863,230,99.46,2,86.0
2026-05-14,5,23002,255,118.84,1,62.59
2026-05-15,5,19820,226,108.01,1,62.83
2026-05-16,5,17551,219,101.1,1,62.18
2026-05-17,5,23068,263,110.46,1,46.75
2026-05-18,5,14794,185,92.37,0,0.0
2026-05-19,5,18526,210,84.26,1,43.96
2026-05-20,5,21905,254,110.05,1,45.44
2026-05-21,5,20221,225,117.88,1,64.84
2026-05-22,5,26126,287,118.76,1,43.64
2026-05-23,5,15737,199,100.74,1,67.72
2026-05-24,5,22886,268,114.5,1,62.34
2026-05-25,5,14736,180,91.75,1,55.11
2026-05-26,5,18554,209,86.98,1,62.74
2026-05-27,5,19692,242,110.07,1,45.79
2026-05-28,5,18234,218,103.69,1,61.06
2026-05-29,5,14267,190,82.61,1,54.74
2026-05-30,5,17290,209,106.78,1,49.61
2026-05-31,5,20748,230,94.77,1,48.36
2026-06-01,5,18190,233,94.82,1,67.02
2026-06-02,5,23886,290,113.86,1,66.8
2026-06-03,5,14802,188,82.21,1,46.72
2026-06-04,5,20001,224,113.96,0,0.0
2026-06-05,5,16834,207,100.49,1,61.24
2026-06-06,5,18203,215,102.8,1,60.14
2026-06-07,5,20655,245,99.2,1,59.21
2026-06-08,5,21820,282,114.98,1,42.24
2026-06-09,5,16691,198,86.16,1,55.67
2026-06-10,5,13083,171,82.18,0,0.0
2026-06-11,5,18897,228,100.01,1,65.13
2026-06-12,5,14203,157,82.6,1,59.33
2026-06-13,5,15050,179,84.95,1,52.48
2026-06-14,5,23224,270,108.52,2,119.57
2026-06-15,5,14320,185,82.72,1,60.62
2026-06-16,5,18058,229,96.86,1,50.42
2026-06-17,5,16322,193,102.17,1,43.38
2026-06-18,5,15882,202,81.83,1,57.93
2026-06-19,5,20155,236,119.43,2,113.31
2026-06-20,5,21987,267,109.34,1,47.34
2026-06-21,5,19924,246,115.37,1,54.29
2026-06-22,5,15400,180,85.94,1,45.36
2026-06-23,5,23150,261,117.2,2,85.37
2026-06-24,5,19582,245,98.55,1,50.71
2026-06-25,5,15770,202,90.93,1,51.11
2026-06-26,5,13018,166,81.54,0,0.0
2026-01-16,6,19190,254,128.23,1,62.37
2026-01-17,6,27147,313,126.16,3,131.31
2026-01-18,6,23688,311,123.79,2,99.87
2026-01-19,6,16315,214,96.63,1,50.44
2026-01-20,6,25621,294,129.77,3,170.92
2026-01-21,6,18929,220,103.88,2,125.95
2026-01-22,6,17917,228,101.68,1,55.97
2026-01-23,6,25987,316,124.06,2,112.43
2026-01-24,6,22020,274,138.45,2,106.69
2026-01-25,6,19388,240,104.76,1,63.25
2026-01-26,6,28025,309,128.61,2,123.04
2026-01-27,6,20375,251,108.53,2,97.86
2026-01-28,6,25037,280,131.18,1,54.69
2026-01-29,6,23831,295,117.7,2,120.06
2026-01-30,6,22215,285,129.37,2,126.46
2026-01-31,6,24085,311,123.29,3,196.65
2026-02-01,6,20978,239,101.62,2,108.44
2026-02-02,6,28101,337,134.98,2,92.92
2026-02-03,6,24860,277,129.93,2,121.56
2026-02-04,6,22626,265,113.13,1,44.8
2026-02-05,6,28635,318,143.37,3,157.22
2026-02-06,6,26286,329,139.43,3,188.13
2026-02-07,6,19563,256,116.79,2,109.93
2026-02-08,6,21543,242,97.07,2,129.03
2026-02-09,6,26194,301,124.28,3,160.18
2026-02-10,6,20178,249,114.19,2,117.42
2026-02-11,6,15274,189,97.26,2,123.07
2026-02-12,6,22372,291,122.78,1,60.58
2026-02-13,6,20659,270,118.36,2,89.29
2026-02-14,6,18358,239,97.93,2,122.55
2026-02-15,6,20145,221,115.08,1,46.72
2026-02-16,6,21750,285,136.21,2,91.15
2026-02-17,6,20580,260,105.21,2,110.97
2026-02-18,6,24963,313,143.28,3,169.3
2026-02-19,6,22054,286,142.42,2,107.37
2026-02-20,6,18468,234,105.86,1,66.91
2026-02-21,6,16418,206,99.66,2,102.69
2026-02-22,6,23841,300,120.8,2,109.13
2026-02-23,6,20912,256,120.69,3,127.48
2026-02-24,6,18161,205,98.26,1,59.78
2026-02-25,6,24040,283,130.78,2,108.44
2026-02-26,6,24058,263,111.32,2,127.17
2026-02-27,6,23009,281,138.99,2,100.65
2026-02-28,6,22756,277,118.79,2,99.62
2026-03-01,6,16733,201,104.19,2,130.45
2026-03-02,6,24424,315,124.81,3,161.3
2026-03-03,6,21174,257,116.82,2,130.76
2026-03-04,6,17041,219,106.35,2,117.44
2026-03-05,6,23312,284,143.86,1,46.62
2026-03-06,6,18814,248,111.82,2,110.1
2026-03-07,6,22653,301,120.69,1,43.47
2026-03-08,6,25364,279,140.91,2,123.46
2026-03-09,6,17291,205,107.9,1,51.92
2026-03-10,6,16219,200,102.48,1,63.43
2026-03-11,6,21250,273,130.52,3,169.39
2026-03-12,6,22989,289,115.2,2,97.58
2026-03-13,6,15581,190,97.77,1,63.07
2026-03-14,6,23960,292,129.31,2,122.97
2026-03-15,6,17540,211,100.21,2,122.33
2026-03-16,6,27980,346,143.42,2,103.27
2026-03-17,6,26172,320,139.78,3,176.58
2026-03-18,6,32524,361,142.64,2,83.15
2026-03-19,6,26875,308,141.31,3,144.95
2026-03-20,6,15880,197,98.76,1,53.72
2026-03-21,6,19284,253,128.75,2,127.97
2026-03-22,6,20119,226,96.36,2,92.77
2026-03-23,6,19953,230,103.03,2,95.47
2026-03-24,6,17296,197,102.3,2,118.13
2026-03-25,6,22411,296,143.7,2,135.72
2026-03-26,6,18352,236,124.19,2,97.74
2026-03-27,6,20209,223,97.04,2,132.73
2026-01-06,7,4952,29,87.5,1,62.35
2026-01-07,7,3343,22,78.68,0,0.0
2026-01-08,7,4401,25,81.5,0,0.0
2026-01-09,7,3827,21,65.59,0,0.0
2026-01-10,7,3499,20,68.99,1,65.56
2026-01-11,7,4289,25,90.17,0,0.0
2026-01-12,7,5094,28,91.86,1,61.74
2026-01-13,7,3165,19,71.55,0,0.0
2026-01-14,7,3116,20,72.07,0,0.0
2026-01-15,7,4364,26,87.74,0,0.0
2026-01-16,7,4478,29,84.03,1,54.91
2026-01-17,7,4033,23,74.32,0,0.0
2026-01-18,7,5291,31,95.36,1,59.23
2026-01-19,7,4058,24,78.52,0,0.0
2026-01-20,7,3924,25,74.96,0,0.0
2026-01-21,7,4882,28,85.82,0,0.0
2026-01-22,7,4506,27,93.15,1,50.33
2026-01-23,7,3563,22,75.67,1,54.09
2026-01-24,7,4021,22,65.38,0,0.0
2026-01-25,7,4916,31,87.1,1,61.96
2026-01-26,7,3454,23,73.58,0,0.0
2026-01-27,7,3134,18,65.74,0,0.0
2026-01-28,7,3295,21,69.01,0,0.0
2026-01-29,7,3907,23,78.34,0,0.0
2026-01-30,7,3076,19,67.74,1,65.77
2026-01-31,7,4233,26,90.34,0,0.0
2026-02-01,7,3173,19,67.36,0,0.0
2026-02-02,7,4487,27,81.78,0,0.0
2026-02-03,7,5191,30,89.24,0,0.0
2026-02-04,7,3798,25,92.65,1,44.64
2026-02-05,7,3684,23,73.08,1,60.52
2026-02-06,7,4505,25,77.57,1,63.23
2026-02-07,7,4581,30,91.35,1,45.44
2026-02-08,7,4002,25,82.38,0,0.0
2026-02-09,7,4306,24,84.64,0,0.0
2026-02-10,7,4088,26,80.57,0,0.0
2026-02-11,7,4095,25,75.8,1,59.12
2026-02-12,7,3987,25,77.52,1,60.93
2026-02-13,7,3946,23,69.98,0,0.0
2026-02-14,7,4776,28,84.78,0,0.0
2026-02-15,7,3844,21,69.07,0,0.0
2026-02-16,7,4193,26,85.37,0,0.0
2026-02-17,7,5101,28,79.83,0,0.0
2026-02-18,7,4567,30,87.25,0,0.0
2026-02-19,7,5141,30,87.06,1,51.42
2026-02-20,7,3418,21,74.87,0,0.0
2026-02-21,7,3752,21,74.51,1,51.33
2026-02-22,7,3420,22,73.41,0,0.0
2026-02-23,7,4253,27,95.05,0,0.0
2026-02-24,7,3879,25,82.55,1,58.72
2026-02-25,7,4701,29,95.52,0,0.0
2026-02-26,7,5115,29,88.63,0,0.0
2026-02-27,7,4849,31,94.85,0,0.0
2026-02-28,7,3795,25,95.1,1,58.65
2026-03-01,7,4187,26,82.16,0,0.0
2026-03-02,7,3242,21,68.72,0,0.0
2026-03-03,7,3053,19,72.65,0,0.0
2026-03-04,7,4044,25,88.72,0,0.0
2026-03-05,7,3536,20,74.34,0,0.0
2026-03-06,7,3986,23,69.49,0,0.0
2026-03-07,7,3209,21,65.82,0,0.0
2026-03-08,7,4896,27,78.85,0,0.0
2026-03-09,7,4318,26,91.18,0,0.0
2026-03-10,7,4616,26,79.31,0,0.0
2026-03-11,7,3586,22,75.2,0,0.0
2026-03-12,7,3081,20,73.39,0,0.0
2026-03-13,7,3659,23,70.97,0,0.0
2026-03-14,7,3789,21,68.92,0,0.0
2026-03-15,7,4099,24,68.56,0,0.0
2026-03-16,7,3340,22,68.25,0,0.0
2026-03-17,7,4676,27,82.22,0,0.0
2026-03-18,7,3784,21,75.39,1,41.26
2026-03-19,7,5056,29,89.05,1,58.99
2026-03-20,7,3457,23,79.23,0,0.0
2026-03-21,7,2786,17,66.49,0,0.0
2026-03-22,7,3494,22,70.52,0,0.0
2026-03-23,7,4241,26,74.88,1,53.0
2026-03-24,7,5378,31,91.89,0,0.0
2026-03-25,7,4472,28,84.01,0,0.0
2026-03-26,7,3358,20,76.31,0,0.0
2026-03-27,7,3557,23,84.68,1,59.62
2026-03-28,7,3473,22,84.45,0,0.0
2026-03-29,7,4029,23,75.42,1,55.91
2026-03-30,7,3618,23,83.47,1,46.78
2026-03-31,7,3581,22,64.07,1,60.35
2026-01-07,8,2702,40,39.71,1,43.77
2026-01-08,8,3757,57,47.92,1,50.79
2026-01-09,8,3521,58,43.54,1,56.05
2026-01-10,8,3311,48,44.0,1,56.34
2026-01-11,8,2739,39,37.41,0,0.0
2026-01-12,8,3347,49,45.74,2,128.01
2026-01-13,8,2692,39,39.22,1,57.93
2026-01-14,8,2732,43,33.8,1,43.17
2026-01-15,8,4005,56,42.36,1,56.14
2026-01-16,8,2983,43,32.98,1,53.5
2026-01-17,8,3074,46,43.29,1,54.4
2026-01-18,8,2161,36,34.6,1,55.0
2026-01-19,8,3663,52,42.92,1,55.17
2026-01-20,8,3134,48,38.86,1,52.94
2026-01-21,8,2543,38,36.66,0,0.0
2026-01-22,8,2180,33,32.26,0,0.0
2026-01-23,8,2987,42,33.4,0,0.0
2026-01-24,8,3435,53,39.98,1,55.23
2026-01-25,8,4270,61,47.33,1,48.32
2026-01-26,8,3344,49,43.89,1,61.66
2026-01-27,8,2237,36,36.63,0,0.0
2026-01-28,8,3316,46,45.67,0,0.0
2026-01-29,8,2780,39,34.35,0,0.0
2026-01-30,8,3593,53,46.17,1,62.81
2026-01-31,8,3140,47,37.15,0,0.0
2026-02-01,8,4397,62,47.44,0,0.0
2026-02-02,8,3512,50,41.41,2,118.43
2026-02-03,8,3011,47,35.57,1,53.15
2026-02-04,8,4192,59,45.19,1,44.97
2026-02-05,8,3356,48,37.97,1,67.35
2026-02-06,8,3289,52,44.95,1,44.34
2026-02-07,8,3037,46,40.18,0,0.0
2026-02-08,8,2753,45,40.74,1,65.95
2026-02-09,8,3574,49,43.09,1,68.61
2026-02-10,8,3647,50,39.88,1,65.79
2026-02-11,8,2864,46,44.23,1,55.33
2026-02-12,8,3001,48,38.2,1,52.17
2026-02-13,8,2912,43,34.34,1,45.63
2026-02-14,8,3283,46,45.39,1,65.79
2026-02-15,8,2932,40,35.19,1,45.57
2026-02-16,8,3718,53,43.48,1,52.96
2026-02-17,8,2598,38,37.74,0,0.0
2026-02-18,8,2448,36,32.82,1,65.95
2026-02-19,8,2857,42,40.48,1,52.93
2026-02-20,8,3518,49,41.95,1,68.63
2026-02-21,8,4086,61,47.43,2,129.91
2026-02-22,8,2624,36,35.61,0,0.0
2026-02-23,8,3462,57,44.09,1,49.52
2026-02-24,8,2478,40,35.96,1,44.16
2026-02-25,8,3347,50,46.89,1,47.26
2026-02-26,8,2763,41,39.75,0,0.0
2026-02-27,8,3029,50,38.24,1,65.3
2026-02-28,8,2529,42,38.9,1,62.61
2026-03-01,8,3208,49,37.24,1,63.36
2026-03-02,8,2781,42,34.03,0,0.0
2026-03-03,8,3099,47,40.36,1,53.04
2026-03-04,8,2725,41,40.08,1,50.41
2026-03-05,8,2393,38,34.89,1,48.95
2026-03-06,8,2591,43,39.17,1,44.0
2026-03-07,8,2849,46,34.9,1,64.01
2026-03-08,8,3830,60,44.94,1,55.05
2026-03-09,8,2735,40,32.35,1,46.05
2026-03-10,8,2769,38,37.09,0,0.0
2026-03-11,8,3633,51,38.15,1,56.77
2026-03-12,8,2356,39,35.12,1,68.41
2026-03-13,8,3230,49,46.87,1,46.46
2026-03-14,8,3103,51,40.46,1,44.79
2026-03-15,8,2544,39,35.49,0,0.0
2026-03-16,8,3085,44,41.56,0,0.0
2026-03-17,8,2715,38,32.57,1,61.49
2026-03-18,8,3442,51,45.16,1,53.07
2026-03-19,8,2996,46,42.05,1,61.27
2026-03-20,8,2721,45,44.69,1,62.9
2026-03-21,8,2595,40,33.87,1,62.59
2026-03-22,8,3967,58,47.58,1,58.67
2026-03-23,8,3050,49,39.42,1,61.3
2026-03-24,8,2879,45,45.09,1,58.67
2026-03-25,8,2910,48,37.52,1,50.99
2026-03-26,8,2941,42,41.87,1,50.66
2026-03-27,8,2754,43,36.38,1,50.29
2026-03-28,8,3349,46,34.97,1,50.5
2026-03-29,8,2533,39,33.96,0,0.0
2026-03-30,8,2427,35,32.33,0,0.0
2026-03-31,8,2620,41,40.71,1,47.32
2026-04-01,8,3218,50,47.6,1,44.53
2026-04-02,8,3133,48,37.45,1,51.62
2026-04-03,8,2620,38,35.46,1,45.01
2026-04-04,8,3503,49,40.01,2,124.54
2026-04-05,8,3312,53,45.74,1,42.09
2026-04-06,8,3011,43,41.79,1,41.48
2026-04-07,8,4463,61,45.18,0,0.0
2026-04-08,8,2624,39,37.55,0,0.0
2026-04-09,8,3643,53,43.63,1,47.06
2026-04-10,8,4599,63,47.22,1,49.92
2026-04-11,8,3537,57,45.76,0,0.0
2026-04-12,8,2670,39,37.89,1,53.55
2026-04-13,8,2390,39,37.58,1,50.95
2026-04-14,8,3040,46,41.24,1,61.06
2026-04-15,8,3431,48,47.04,1,48.61
2026-04-16,8,2927,40,36.26,1,59.05
2026-04-17,8,3525,55,45.63,1,55.59
2026-04-18,8,2056,33,32.47,1,62.77
2026-04-19,8,3123,45,37.65,1,52.76
2026-04-20,8,3139,49,46.11,1,53.62
2026-04-21,8,2397,38,38.11,1,42.75
2026-04-22,8,2925,46,40.67,1,46.69
2026-04-23,8,4212,63,47.36,1,68.68
2026-04-24,8,3674,56,46.08,1,50.26
2026-04-25,8,3631,59,44.51,1,62.13
2026-04-26,8,2962,48,38.17,1,50.47
2026-04-27,8,3864,53,42.85,1,48.44
2026-04-28,8,2258,36,32.83,0,0.0
2026-04-29,8,3017,44,33.24,1,53.82
2026-04-30,8,3772,59,44.67,1,43.79
2026-05-01,8,2887,47,45.59,1,58.74
2026-05-02,8,3434,52,44.64,1,55.32
2026-05-03,8,2791,43,33.62,1,52.27
2026-05-04,8,3381,51,46.64,0,0.0
2026-05-05,8,3402,54,43.83,2,129.93
2026-05-06,8,2860,46,43.55,1,42.07
2026-05-07,8,2815,45,38.95,1,63.1
2026-05-08,8,2450,37,34.78,1,50.57
2026-05-09,8,3019,42,33.44,0,0.0
2026-05-10,8,2785,43,40.3,0,0.0
2026-05-11,8,2252,36,32.95,0,0.0
2026-05-12,8,3060,47,41.76,2,82.99
2026-05-13,8,2943,44,38.35,1,59.67
2026-05-14,8,3705,60,44.74,1,59.85
